股票代码,股票名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
BK0470,造纸印刷,-0.36,10444.95,10522.46,10418.95,10441.18,-37.58,4.3,0.83,-16.7,13355312,7954222423.0,10482.53,258482042000,231365386000,90.BK0470,板块,2025-09-25 15:24:33,2025-09-25
BK0473,证券,-0.44,158023.16,159593.44,157997.76,158301.76,-706.29,1.02,0.7,18.7,25764315,29950518509.0,158729.45,3621996896000,2979179744000,90.BK0473,板块,2025-09-25 15:24:33,2025-09-25
BK0545,通用设备,-0.47,47336.98,47907.04,47222.43,47508.74,-221.6,3.81,0.81,69.83,31442731,59309318865.0,47558.58,1678826688000,1295523056000,90.BK0545,板块,2025-09-25 15:24:33,2025-09-25
BK0474,保险,-0.48,1331.5,1338.46,1327.69,1335.53,-6.43,0.18,0.68,8.32,1445409,5031910165.0,1337.93,2938709840000,2020192832000,90.BK0474,板块,2025-09-25 15:24:33,2025-09-25
BK0738,多元金融,-0.49,677.28,681.56,675.21,680.19,-3.33,1.14,0.6,38.82,7381153,5342679534.0,680.61,493921440000,469610240000,90.BK0738,板块,2025-09-25 15:24:33,2025-09-25
BK0471,化纤行业,-0.52,16916.11,17062.5,16862.09,17010.79,-88.65,1.51,0.73,38.87,7013952,5902127977.0,17004.76,517430896000,469487408000,90.BK0471,板块,2025-09-25 15:24:33,2025-09-25
BK0428,电力行业,-0.54,17304.81,17448.01,17252.1,17378.41,-93.76,1.05,0.71,18.6,40308732,21996227361.0,17398.57,3334115744000,2784817424000,90.BK0428,板块,2025-09-25 15:24:33,2025-09-25
BK1044,生物制品,-0.56,1141.17,1161.25,1138.68,1147.13,-6.39,1.47,0.83,346.87,5688759,18407777364.0,1147.56,1756553584000,946290112000,90.BK1044,板块,2025-09-25 15:24:33,2025-09-25
BK0464,石油行业,-0.6,5855.33,5925.16,5845.86,5899.17,-35.13,0.21,0.82,10.94,6214171,4464506243.0,5890.46,3558823520000,2047484144000,90.BK0464,板块,2025-09-25 15:24:33,2025-09-25
BK1029,汽车整车,-0.6,1814.16,1825.38,1808.98,1824.29,-11.0,1.67,0.87,32.9,13930904,30882166229.0,1825.16,2351034624000,1566709952000,90.BK1029,板块,2025-09-25 15:24:33,2025-09-25
BK0910,专用设备,-0.62,3438.06,3481.62,3433.41,3456.84,-21.56,3.06,0.81,101.13,34685182,75940798590.0,3459.62,2103918384000,1799282112000,90.BK0910,板块,2025-09-25 15:24:33,2025-09-25
BK0731,化肥行业,-0.64,1512.48,1531.73,1511.19,1523.92,-9.77,1.24,0.68,21.65,4000033,5228310449.0,1522.25,470736976000,445821024000,90.BK0731,板块,2025-09-25 15:24:33,2025-09-25
BK0424,水泥建材,-0.64,28821.26,29292.3,28751.43,29183.86,-186.73,1.56,0.77,32.77,6995176,5112637360.0,29007.99,377464720000,325873792000,90.BK0424,板块,2025-09-25 15:24:33,2025-09-25
BK1039,电子化学品,-0.65,2183.16,2200.63,2172.12,2181.21,-14.39,8.09,0.99,81.89,8695339,23568380777.0,2197.55,390552640000,298700992000,90.BK1039,板块,2025-09-25 15:24:33,2025-09-25
BK1035,美容护理,-0.7,1060.22,1071.82,1055.58,1067.14,-7.47,1.71,0.85,48.59,1574705,3371641493.0,1067.69,307572176000,257013030000,90.BK1035,板块,2025-09-25 15:24:33,2025-09-25
BK0425,工程建设,-0.71,26899.54,27194.02,26891.51,27009.51,-192.66,1.58,0.8,8.61,35906123,21028509374.0,27092.2,1475670432000,1276966416000,90.BK0425,板块,2025-09-25 15:24:33,2025-09-25
BK0725,装修装饰,-0.71,663.84,673.53,663.01,667.95,-4.74,2.44,0.76,-43.58,5071953,4387368580.0,668.58,151206606000,138386818000,90.BK0725,板块,2025-09-25 15:24:33,2025-09-25
BK1040,中药,-0.72,1463.59,1477.31,1459.1,1473.3,-10.55,1.26,0.68,31.73,7799498,8480202250.0,1474.14,887424256000,848783696000,90.BK1040,板块,2025-09-25 15:24:33,2025-09-25
BK0437,煤炭行业,-0.73,11164.41,11263.13,11112.28,11221.32,-82.08,0.76,0.74,14.04,7999364,6788366336.0,11246.49,1780868960000,1485347808000,90.BK0437,板块,2025-09-25 15:24:33,2025-09-25
