债券代码,债券名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
128108,蓝帆转债,-,-,-,-,-,-,0.0,-,-,-,-,107.346,1632157500,1632157500,0.128108,深A,2025-09-01 08:55:21,2025-09-01
128105,长集转债,-,-,-,-,-,-,0.0,-,-,-,-,130.206,787718306,787718306,0.128105,深A,2025-09-01 08:55:18,2025-09-01
128101,联创转债,-,-,-,-,-,-,0.0,-,-,-,-,130.9,390559131,390559131,0.128101,深A,2025-09-01 08:55:33,2025-09-01
128097,奥佳转债,-,-,-,-,-,-,0.0,-,-,-,-,111.581,511327966,511327966,0.128097,深A,2025-09-01 08:55:15,2025-09-01
128095,恩捷转债,-,-,-,-,-,-,0.0,-,-,-,-,123.499,559131719,559131719,0.128095,深A,2025-09-01 08:54:57,2025-09-01
128081,海亮转债,-,-,-,-,-,-,0.0,-,-,-,-,130.785,1210072780,1210072780,0.128081,深A,2025-09-01 08:55:12,2025-09-01
128076,金轮转债,-,-,-,-,-,-,0.0,-,-,-,-,138.5,254297219,254297219,0.128076,深A,2025-09-01 08:55:18,2025-09-01
127111,金威转债,-,-,-,-,-,-,0.0,-,-,-,-,100.0,1292394800,1292394800,0.127111,深A,2025-09-01 08:00:00,2025-09-01
127110,广核转债,-,-,-,-,-,-,0.0,-,-,-,-,139.19,6820310000,6820310000,0.127110,深A,2025-09-01 08:55:33,2025-09-01
127109,电化转债,-,-,-,-,-,-,0.0,-,-,-,-,165.378,805390860,805390860,0.127109,深A,2025-09-01 08:55:15,2025-09-01
127108,太能转债,-,-,-,-,-,-,0.0,-,-,-,-,120.0,3540000000,3540000000,0.127108,深A,2025-09-01 08:55:30,2025-09-01
127107,领益转债,-,-,-,-,-,-,0.0,-,-,-,-,174.1,3711271768,3711271768,0.127107,深A,2025-09-01 08:54:51,2025-09-01
127105,龙星转债,-,-,-,-,-,-,0.0,-,-,-,-,129.331,975977639,975977639,0.127105,深A,2025-09-01 08:55:12,2025-09-01
127104,姚记转债,-,-,-,-,-,-,0.0,-,-,-,-,168.53,981982683,981982683,0.127104,深A,2025-09-01 08:55:09,2025-09-01
127103,东南转债,-,-,-,-,-,-,0.0,-,-,-,-,111.9,2237885974,2237885974,0.127103,深A,2025-09-01 08:54:48,2025-09-01
127102,浙建转债,-,-,-,-,-,-,0.0,-,-,-,-,122.1,1215006477,1215006477,0.127102,深A,2025-09-01 08:55:06,2025-09-01
127099,盛航转债,-,-,-,-,-,-,0.0,-,-,-,-,129.794,589355097,589355097,0.127099,深A,2025-09-01 08:55:30,2025-09-01
127098,欧晶转债,-,-,-,-,-,-,0.0,-,-,-,-,117.49,551382920,551382920,0.127098,深A,2025-09-01 08:55:09,2025-09-01
127097,三羊转债,-,-,-,-,-,-,0.0,-,-,-,-,145.2,303823304,303823304,0.127097,深A,2025-09-01 08:55:27,2025-09-01
127096,泰坦转债,-,-,-,-,-,-,0.0,-,-,-,-,144.0,420493248,420493248,0.127096,深A,2025-09-01 08:55:24,2025-09-01
127095,广泰转债,-,-,-,-,-,-,0.0,-,-,-,-,135.6,939387848,939387848,0.127095,深A,2025-09-01 08:55:21,2025-09-01
127094,红墙转债,-,-,-,-,-,-,0.0,-,-,-,-,136.601,411412433,411412433,0.127094,深A,2025-09-01 08:55:03,2025-09-01
127093,章鼓转债,-,-,-,-,-,-,0.0,-,-,-,-,140.0,339528420,339528420,0.127093,深A,2025-09-01 08:55:18,2025-09-01
127092,运机转债,-,-,-,-,-,-,0.0,-,-,-,-,219.705,1153664144,1153664144,0.127092,深A,2025-09-01 08:55:15,2025-09-01
127090,兴瑞转债,-,-,-,-,-,-,0.0,-,-,-,-,123.074,568146014,568146014,0.127090,深A,2025-09-01 08:54:45,2025-09-01
127089,晶澳转债,-,-,-,-,-,-,0.0,-,-,-,-,126.27,11312803558,11312803558,0.127089,深A,2025-09-01 08:55:00,2025-09-01
127088,赫达转债,-,-,-,-,-,-,0.0,-,-,-,-,120.467,722620336,722620336,0.127088,深A,2025-09-01 08:54:42,2025-09-01
127086,恒邦转债,-,-,-,-,-,-,0.0,-,-,-,-,130.286,4116028796,4116028796,0.127086,深A,2025-09-01 08:55:39,2025-09-01
127085,韵达转债,-,-,-,-,-,-,0.0,-,-,-,-,120.036,2940795214,2940795214,0.127085,深A,2025-09-01 08:55:24,2025-09-01
127084,柳工转2,-,-,-,-,-,-,0.0,-,-,-,-,172.5,4281978368,4281978368,0.127084,深A,2025-09-01 08:55:06,2025-09-01
127083,山路转债,-,-,-,-,-,-,0.0,-,-,-,-,117.2,5667673511,5667673511,0.127083,深A,2025-09-01 08:55:03,2025-09-01
127082,亚科转债,-,-,-,-,-,-,0.0,-,-,-,-,134.033,1553244905,1553244905,0.127082,深A,2025-09-01 08:55:00,2025-09-01
127081,中旗转债,-,-,-,-,-,-,0.0,-,-,-,-,397.5,904644015,904644015,0.127081,深A,2025-09-01 08:55:12,2025-09-01
127080,声迅转债,-,-,-,-,-,-,0.0,-,-,-,-,127.604,356481297,356481297,0.127080,深A,2025-09-01 08:55:36,2025-09-01
127079,华亚转债,-,-,-,-,-,-,0.0,-,-,-,-,181.2,562987856,562987856,0.127079,深A,2025-09-01 08:54:57,2025-09-01
127078,优彩转债,-,-,-,-,-,-,0.0,-,-,-,-,134.396,806244964,806244964,0.127078,深A,2025-09-01 08:55:33,2025-09-01
127077,华宏转债,-,-,-,-,-,-,0.0,-,-,-,-,147.536,225166050,225166050,0.127077,深A,2025-09-01 08:54:54,2025-09-01
127076,中宠转2,-,-,-,-,-,-,0.0,-,-,-,-,241.8,1169945431,1169945431,0.127076,深A,2025-09-01 08:54:51,2025-09-01
127075,百川转2,-,-,-,-,-,-,0.0,-,-,-,-,117.8,1138844340,1138844340,0.127075,深A,2025-09-01 08:55:30,2025-09-01
127073,天赐转债,-,-,-,-,-,-,0.0,-,-,-,-,121.95,4158547926,4158547926,0.127073,深A,2025-09-01 08:55:21,2025-09-01
127072,博实转债,-,-,-,-,-,-,0.0,-,-,-,-,136.484,613938744,613938744,0.127072,深A,2025-09-01 08:54:48,2025-09-01
127071,天箭转债,-,-,-,-,-,-,0.0,-,-,-,-,136.821,677117141,677117141,0.127071,深A,2025-09-01 08:55:09,2025-09-01
127070,大中转债,-,-,-,-,-,-,0.0,-,-,-,-,131.743,2001177883,2001177883,0.127070,深A,2025-09-01 08:54:57,2025-09-01
127069,小熊转债,-,-,-,-,-,-,0.0,-,-,-,-,128.331,646893215,646893215,0.127069,深A,2025-09-01 08:55:06,2025-09-01
127068,顺博转债,-,-,-,-,-,-,0.0,-,-,-,-,114.351,949071448,949071448,0.127068,深A,2025-09-01 08:55:03,2025-09-01
127067,恒逸转2,-,-,-,-,-,-,0.0,-,-,-,-,116.193,3485336150,3485336150,0.127067,深A,2025-09-01 08:55:00,2025-09-01
127066,科利转债,-,-,-,-,-,-,0.0,-,-,-,-,129.429,1985727157,1985727157,0.127066,深A,2025-09-01 08:54:57,2025-09-01
127064,杭氧转债,-,-,-,-,-,-,0.0,-,-,-,-,127.836,1452999444,1452999444,0.127064,深A,2025-09-01 08:55:27,2025-09-01
127062,垒知转债,-,-,-,-,-,-,0.0,-,-,-,-,122.988,486865216,486865216,0.127062,深A,2025-09-01 08:54:54,2025-09-01
127061,美锦转债,-,-,-,-,-,-,0.0,-,-,-,-,113.04,3152796153,3152796153,0.127061,深A,2025-09-01 08:54:51,2025-09-01
127060,湘佳转债,-,-,-,-,-,-,0.0,-,-,-,-,115.429,738622091,738622091,0.127060,深A,2025-09-01 08:55:24,2025-09-01
127059,永东转2,-,-,-,-,-,-,0.0,-,-,-,-,120.922,458404782,458404782,0.127059,深A,2025-09-01 08:54:45,2025-09-01
127056,中特转债,-,-,-,-,-,-,0.0,-,-,-,-,114.493,5724239199,5724239199,0.127056,深A,2025-09-01 08:54:48,2025-09-01
127055,精装转债,-,-,-,-,-,-,0.0,-,-,-,-,180.8,385647485,385647485,0.127055,深A,2025-09-01 08:54:42,2025-09-01
127054,双箭转债,-,-,-,-,-,-,0.0,-,-,-,-,124.672,640314644,640314644,0.127054,深A,2025-09-01 08:54:45,2025-09-01
127053,豪美转债,-,-,-,-,-,-,0.0,-,-,-,-,266.5,688759923,688759923,0.127053,深A,2025-09-01 08:55:18,2025-09-01
127052,西子转债,-,-,-,-,-,-,0.0,-,-,-,-,123.552,1037867441,1037867441,0.127052,深A,2025-09-01 08:54:42,2025-09-01
127050,麒麟转债,-,-,-,-,-,-,0.0,-,-,-,-,127.394,2657525213,2657525213,0.127050,深A,2025-09-01 08:55:15,2025-09-01
127049,希望转2,-,-,-,-,-,-,0.0,-,-,-,-,121.0,9853610679,9853610679,0.127049,深A,2025-09-01 08:55:21,2025-09-01
127047,帝欧转债,-,-,-,-,-,-,0.0,-,-,-,-,129.87,1108724086,1108724086,0.127047,深A,2025-09-01 08:55:18,2025-09-01
127046,百润转债,-,-,-,-,-,-,0.0,-,-,-,-,120.968,1363882627,1363882627,0.127046,深A,2025-09-01 08:55:12,2025-09-01
127045,牧原转债,-,-,-,-,-,-,0.0,-,-,-,-,133.606,12750099140,12750099140,0.127045,深A,2025-09-01 08:55:39,2025-09-01
127044,蒙娜转债,-,-,-,-,-,-,0.0,-,-,-,-,118.933,400946216,400946216,0.127044,深A,2025-09-01 08:55:39,2025-09-01
127042,嘉美转债,-,-,-,-,-,-,0.0,-,-,-,-,117.303,879509624,879509624,0.127042,深A,2025-09-01 08:55:09,2025-09-01
127041,弘亚转债,-,-,-,-,-,-,0.0,-,-,-,-,125.105,750516405,750516405,0.127041,深A,2025-09-01 08:55:15,2025-09-01
127040,国泰转债,-,-,-,-,-,-,0.0,-,-,-,-,126.4,5039534504,5039534504,0.127040,深A,2025-09-01 08:55:36,2025-09-01
127039,北港转债,-,-,-,-,-,-,0.0,-,-,-,-,133.17,1438154766,1438154766,0.127039,深A,2025-09-01 08:55:12,2025-09-01
127038,国微转债,-,-,-,-,-,-,0.0,-,-,-,-,128.598,1918758161,1918758161,0.127038,深A,2025-09-01 08:55:33,2025-09-01
127037,银轮转债,-,-,-,-,-,-,0.0,-,-,-,-,417.16,2109170972,2109170972,0.127037,深A,2025-09-01 08:55:36,2025-09-01
127034,绿茵转债,-,-,-,-,-,-,0.0,-,-,-,-,121.9,521611197,521611197,0.127034,深A,2025-09-01 08:55:33,2025-09-01
127033,中装转2,-,-,-,-,-,-,0.0,-,-,-,-,85.7,658573305,658573305,0.127033,深A,2025-09-01 08:55:06,2025-09-01
127031,洋丰转债,-,-,-,-,-,-,0.0,-,-,-,-,125.65,1256412296,1256412296,0.127031,深A,2025-09-01 08:55:03,2025-09-01
127030,盛虹转债,-,-,-,-,-,-,0.0,-,-,-,-,117.5,5872026545,5872026545,0.127030,深A,2025-09-01 08:55:00,2025-09-01
127028,英特转债,-,-,-,-,-,-,0.0,-,-,-,-,136.462,554317514,554317514,0.127028,深A,2025-09-01 08:54:54,2025-09-01
127027,能化转债,-,-,-,-,-,-,0.0,-,-,-,-,117.902,2294813048,2294813048,0.127027,深A,2025-09-01 08:55:30,2025-09-01
127026,超声转债,-,-,-,-,-,-,0.0,-,-,-,-,135.515,948164712,948164712,0.127026,深A,2025-09-01 08:55:09,2025-09-01
127025,冀东转债,-,-,-,-,-,-,0.0,-,-,-,-,108.5,1927410058,1927410058,0.127025,深A,2025-09-01 08:55:27,2025-09-01
127024,盈峰转债,-,-,-,-,-,-,0.0,-,-,-,-,124.732,1841085107,1841085107,0.127024,深A,2025-09-01 08:54:57,2025-09-01
127022,恒逸转债,-,-,-,-,-,-,0.0,-,-,-,-,112.719,2254143628,2254143628,0.127022,深A,2025-09-01 08:54:51,2025-09-01
127020,中金转债,-,-,-,-,-,-,0.0,-,-,-,-,131.626,3978422044,3978422044,0.127020,深A,2025-09-01 08:54:48,2025-09-01
127019,国城转债,-,-,-,-,-,-,0.0,-,-,-,-,127.183,956172096,956172096,0.127019,深A,2025-09-01 08:54:54,2025-09-01
127018,本钢转债,-,-,-,-,-,-,0.0,-,-,-,-,121.0,6813459301,6813459301,0.127018,深A,2025-09-01 08:54:45,2025-09-01
127017,万青转债,-,-,-,-,-,-,0.0,-,-,-,-,114.844,1147923317,1147923317,0.127017,深A,2025-09-01 08:55:24,2025-09-01
127016,鲁泰转债,-,-,-,-,-,-,0.0,-,-,-,-,114.5,1602816800,1602816800,0.127016,深A,2025-09-01 08:55:30,2025-09-01
127015,希望转债,-,-,-,-,-,-,0.0,-,-,-,-,111.59,1059420619,1059420619,0.127015,深A,2025-09-01 08:54:51,2025-09-01
123258,胜蓝转02,-,-,-,-,-,-,0.0,-,-,-,-,100.0,450000000,450000000,0.123258,深A,2025-09-01 08:00:00,2025-09-01
123257,安克转债,-,-,-,-,-,-,0.0,-,-,-,-,172.532,1906168042,1906168042,0.123257,深A,2025-09-01 08:55:21,2025-09-01
123256,恒帅转债,-,-,-,-,-,-,0.0,-,-,-,-,201.289,659402635,659402635,0.123256,深A,2025-09-01 08:54:48,2025-09-01
123255,鼎龙转债,-,-,-,-,-,-,0.0,-,-,-,-,151.068,1374718800,1374718800,0.123255,深A,2025-09-01 08:55:06,2025-09-01
123254,亿纬转债,-,-,-,-,-,-,0.0,-,-,-,-,136.901,6845050000,6845050000,0.123254,深A,2025-09-01 08:55:18,2025-09-01
123253,永贵转债,-,-,-,-,-,-,0.0,-,-,-,-,134.125,1314425000,1314425000,0.123253,深A,2025-09-01 08:54:42,2025-09-01
123252,银邦转债,-,-,-,-,-,-,0.0,-,-,-,-,125.039,981491380,981491380,0.123252,深A,2025-09-01 08:55:39,2025-09-01
123251,华医转债,-,-,-,-,-,-,0.0,-,-,-,-,172.9,1212741002,1212741002,0.123251,深A,2025-09-01 08:54:45,2025-09-01
123250,嘉益转债,-,-,-,-,-,-,0.0,-,-,-,-,122.786,485648467,485648467,0.123250,深A,2025-09-01 08:55:03,2025-09-01
123249,英搏转债,-,-,-,-,-,-,0.0,-,-,-,-,200.037,1386119985,1386119985,0.123249,深A,2025-09-01 08:54:42,2025-09-01
123247,万凯转债,-,-,-,-,-,-,0.0,-,-,-,-,155.796,4028601323,4028601323,0.123247,深A,2025-09-01 08:55:39,2025-09-01
123246,远信转债,-,-,-,-,-,-,0.0,-,-,-,-,161.921,374888891,374888891,0.123246,深A,2025-09-01 08:55:36,2025-09-01
123245,集智转债,-,-,-,-,-,-,0.0,-,-,-,-,244.99,377105267,377105267,0.123245,深A,2025-09-01 08:55:00,2025-09-01
123244,松原转债,-,-,-,-,-,-,0.0,-,-,-,-,151.056,610694937,610694937,0.123244,深A,2025-09-01 08:55:27,2025-09-01
123243,严牌转债,-,-,-,-,-,-,0.0,-,-,-,-,145.2,469214236,469214236,0.123243,深A,2025-09-01 08:55:36,2025-09-01
123242,赛龙转债,-,-,-,-,-,-,0.0,-,-,-,-,151.63,378343385,378343385,0.123242,深A,2025-09-01 08:54:57,2025-09-01
123241,欧通转债,-,-,-,-,-,-,0.0,-,-,-,-,603.0,1613442879,1613442879,0.123241,深A,2025-09-01 08:55:33,2025-09-01
123240,楚天转债,-,-,-,-,-,-,0.0,-,-,-,-,127.757,1277540744,1277540744,0.123240,深A,2025-09-01 08:55:24,2025-09-01
123239,锋工转债,-,-,-,-,-,-,0.0,-,-,-,-,165.647,725380140,725380140,0.123239,深A,2025-09-01 08:55:21,2025-09-01
123237,佳禾转债,-,-,-,-,-,-,0.0,-,-,-,-,159.001,686199344,686199344,0.123237,深A,2025-09-01 08:55:15,2025-09-01
123236,家联转债,-,-,-,-,-,-,0.0,-,-,-,-,142.262,1037422731,1037422731,0.123236,深A,2025-09-01 08:55:33,2025-09-01
123235,亿田转债,-,-,-,-,-,-,0.0,-,-,-,-,263.797,1187927485,1187927485,0.123235,深A,2025-09-01 08:55:12,2025-09-01
123234,中能转债,-,-,-,-,-,-,0.0,-,-,-,-,124.45,497591795,497591795,0.123234,深A,2025-09-01 08:54:54,2025-09-01
123233,凯盛转债,-,-,-,-,-,-,0.0,-,-,-,-,135.104,877974695,877974695,0.123233,深A,2025-09-01 08:55:30,2025-09-01
123232,金现转债,-,-,-,-,-,-,0.0,-,-,-,-,127.166,228658838,228658838,0.123232,深A,2025-09-01 08:55:09,2025-09-01
123231,信测转债,-,-,-,-,-,-,0.0,-,-,-,-,134.268,101078830,101078830,0.123231,深A,2025-09-01 08:54:51,2025-09-01
123230,金钟转债,-,-,-,-,-,-,0.0,-,-,-,-,131.1,458608776,458608776,0.123230,深A,2025-09-01 08:55:06,2025-09-01
123229,艾录转债,-,-,-,-,-,-,0.0,-,-,-,-,129.942,231229710,231229710,0.123229,深A,2025-09-01 08:55:27,2025-09-01
123225,翔丰转债,-,-,-,-,-,-,0.0,-,-,-,-,133.963,768257845,768257845,0.123225,深A,2025-09-01 08:55:03,2025-09-01
123224,宇邦转债,-,-,-,-,-,-,0.0,-,-,-,-,128.0,364604032,364604032,0.123224,深A,2025-09-01 08:55:30,2025-09-01
123223,九典转02,-,-,-,-,-,-,0.0,-,-,-,-,142.35,292215795,292215795,0.123223,深A,2025-09-01 08:55:00,2025-09-01
123222,博俊转债,-,-,-,-,-,-,0.0,-,-,-,-,201.5,491863314,491863314,0.123222,深A,2025-09-01 08:55:24,2025-09-01
123221,力诺转债,-,-,-,-,-,-,0.0,-,-,-,-,148.5,602366045,602366045,0.123221,深A,2025-09-01 08:54:48,2025-09-01
123220,易瑞转债,-,-,-,-,-,-,0.0,-,-,-,-,149.769,435576777,435576777,0.123220,深A,2025-09-01 08:55:21,2025-09-01
123217,富仕转债,-,-,-,-,-,-,0.0,-,-,-,-,141.899,808603505,808603505,0.123217,深A,2025-09-01 08:55:18,2025-09-01
123216,科顺转债,-,-,-,-,-,-,0.0,-,-,-,-,120.22,2642233390,2642233390,0.123216,深A,2025-09-01 08:54:57,2025-09-01
123215,铭利转债,-,-,-,-,-,-,0.0,-,-,-,-,140.6,1202897957,1202897957,0.123215,深A,2025-09-01 08:54:45,2025-09-01
123214,东宝转债,-,-,-,-,-,-,0.0,-,-,-,-,121.378,552229845,552229845,0.123214,深A,2025-09-01 08:55:15,2025-09-01
123213,天源转债,-,-,-,-,-,-,0.0,-,-,-,-,212.2,693547053,693547053,0.123213,深A,2025-09-01 08:54:54,2025-09-01
123212,立中转债,-,-,-,-,-,-,0.0,-,-,-,-,132.708,1194016873,1194016873,0.123212,深A,2025-09-01 08:55:27,2025-09-01
123211,阳谷转债,-,-,-,-,-,-,0.0,-,-,-,-,185.277,569118325,569118325,0.123211,深A,2025-09-01 08:54:42,2025-09-01
123210,信服转债,-,-,-,-,-,-,0.0,-,-,-,-,150.3,1825526666,1825526666,0.123210,深A,2025-09-01 08:55:12,2025-09-01
123209,聚隆转债,-,-,-,-,-,-,0.0,-,-,-,-,211.0,353386176,353386176,0.123209,深A,2025-09-01 08:55:39,2025-09-01
123207,冠中转债,-,-,-,-,-,-,0.0,-,-,-,-,124.8,498870154,498870154,0.123207,深A,2025-09-01 08:55:24,2025-09-01
123206,开能转债,-,-,-,-,-,-,0.0,-,-,-,-,124.657,5148833,5148833,0.123206,深A,2025-09-01 08:55:21,2025-09-01
123203,明电转02,-,-,-,-,-,-,0.0,-,-,-,-,164.414,241994719,241994719,0.123203,深A,2025-09-01 08:55:18,2025-09-01
123201,纽泰转债,-,-,-,-,-,-,0.0,-,-,-,-,156.2,482842004,482842004,0.123201,深A,2025-09-01 08:54:51,2025-09-01
123200,海泰转债,-,-,-,-,-,-,0.0,-,-,-,-,162.42,148390973,148390973,0.123200,深A,2025-09-01 08:54:48,2025-09-01
123199,山河转债,-,-,-,-,-,-,0.0,-,-,-,-,129.029,412648032,412648032,0.123199,深A,2025-09-01 08:55:09,2025-09-01
123198,金埔转债,-,-,-,-,-,-,0.0,-,-,-,-,128.0,417152256,417152256,0.123198,深A,2025-09-01 08:55:18,2025-09-01
123197,光力转债,-,-,-,-,-,-,0.0,-,-,-,-,126.137,503971428,503971428,0.123197,深A,2025-09-01 08:55:36,2025-09-01
123196,正元转02,-,-,-,-,-,-,0.0,-,-,-,-,130.333,456370123,456370123,0.123196,深A,2025-09-01 08:54:45,2025-09-01
123195,蓝晓转02,-,-,-,-,-,-,0.0,-,-,-,-,129.951,709484378,709484378,0.123195,深A,2025-09-01 08:54:42,2025-09-01
123194,百洋转债,-,-,-,-,-,-,0.0,-,-,-,-,129.816,1098147037,1098147037,0.123194,深A,2025-09-01 08:55:15,2025-09-01
123193,海能转债,-,-,-,-,-,-,0.0,-,-,-,-,130.217,780971770,780971770,0.123193,深A,2025-09-01 08:55:06,2025-09-01
123192,科思转债,-,-,-,-,-,-,0.0,-,-,-,-,122.069,877282071,877282071,0.123192,深A,2025-09-01 08:55:33,2025-09-01
123189,晓鸣转债,-,-,-,-,-,-,0.0,-,-,-,-,139.093,457207176,457207176,0.123189,深A,2025-09-01 08:55:39,2025-09-01
123188,水羊转债,-,-,-,-,-,-,0.0,-,-,-,-,183.6,1234373278,1234373278,0.123188,深A,2025-09-01 08:55:03,2025-09-01
123187,超达转债,-,-,-,-,-,-,0.0,-,-,-,-,152.372,416613389,416613389,0.123187,深A,2025-09-01 08:55:36,2025-09-01
123185,能辉转债,-,-,-,-,-,-,0.0,-,-,-,-,127.445,443350058,443350058,0.123185,深A,2025-09-01 08:55:15,2025-09-01
123183,海顺转债,-,-,-,-,-,-,0.0,-,-,-,-,122.556,775636825,775636825,0.123183,深A,2025-09-01 08:55:12,2025-09-01
123182,广联转债,-,-,-,-,-,-,0.0,-,-,-,-,124.658,872042172,872042172,0.123182,深A,2025-09-01 08:55:33,2025-09-01
123180,浙矿转债,-,-,-,-,-,-,0.0,-,-,-,-,119.35,381817717,381817717,0.123180,深A,2025-09-01 08:55:30,2025-09-01
123179,立高转债,-,-,-,-,-,-,0.0,-,-,-,-,118.336,1124132950,1124132950,0.123179,深A,2025-09-01 08:55:27,2025-09-01
123178,花园转债,-,-,-,-,-,-,0.0,-,-,-,-,132.23,1555018585,1555018585,0.123178,深A,2025-09-01 08:55:12,2025-09-01
123177,测绘转债,-,-,-,-,-,-,0.0,-,-,-,-,158.5,205888330,205888330,0.123177,深A,2025-09-01 08:55:09,2025-09-01
123176,精测转2,-,-,-,-,-,-,0.0,-,-,-,-,142.8,1821411001,1821411001,0.123176,深A,2025-09-01 08:55:06,2025-09-01
123175,百畅转债,-,-,-,-,-,-,0.0,-,-,-,-,116.147,487786389,487786389,0.123175,深A,2025-09-01 08:55:30,2025-09-01
123173,恒锋转债,-,-,-,-,-,-,0.0,-,-,-,-,140.818,339056793,339056793,0.123173,深A,2025-09-01 08:55:24,2025-09-01
123172,漱玉转债,-,-,-,-,-,-,0.0,-,-,-,-,119.497,955745490,955745490,0.123172,深A,2025-09-01 08:55:03,2025-09-01
123171,共同转债,-,-,-,-,-,-,0.0,-,-,-,-,121.98,463389822,463389822,0.123171,深A,2025-09-01 08:55:09,2025-09-01
123169,正海转债,-,-,-,-,-,-,0.0,-,-,-,-,150.48,800841920,800841920,0.123169,深A,2025-09-01 08:55:27,2025-09-01
123168,惠云转债,-,-,-,-,-,-,0.0,-,-,-,-,125.15,613126745,613126745,0.123168,深A,2025-09-01 08:55:21,2025-09-01
123166,蒙泰转债,-,-,-,-,-,-,0.0,-,-,-,-,138.02,413974152,413974152,0.123166,深A,2025-09-01 08:55:24,2025-09-01
123165,回天转债,-,-,-,-,-,-,0.0,-,-,-,-,119.953,1019306255,1019306255,0.123165,深A,2025-09-01 08:55:18,2025-09-01
123162,东杰转债,-,-,-,-,-,-,0.0,-,-,-,-,250.65,308223302,308223302,0.123162,深A,2025-09-01 08:55:15,2025-09-01
123161,强联转债,-,-,-,-,-,-,0.0,-,-,-,-,164.65,1145830140,1145830140,0.123161,深A,2025-09-01 08:55:21,2025-09-01
123160,泰福转债,-,-,-,-,-,-,0.0,-,-,-,-,155.0,359089120,359089120,0.123160,深A,2025-09-01 08:55:06,2025-09-01
123159,崧盛转债,-,-,-,-,-,-,0.0,-,-,-,-,144.2,424425879,424425879,0.123159,深A,2025-09-01 08:55:00,2025-09-01
123158,宙邦转债,-,-,-,-,-,-,0.0,-,-,-,-,139.27,2742782823,2742782823,0.123158,深A,2025-09-01 08:55:12,2025-09-01
123157,科蓝转债,-,-,-,-,-,-,0.0,-,-,-,-,147.089,344284750,344284750,0.123157,深A,2025-09-01 08:55:09,2025-09-01
123155,中陆转债,-,-,-,-,-,-,0.0,-,-,-,-,140.216,504734133,504734133,0.123155,深A,2025-09-01 08:55:06,2025-09-01
